timestamp,epoch,step,gpu_util_percent,gpu_power_w,num_gpus,total_gpu_power_w,cpu_util_percent,note
11:32:21,0,0,0.0,128.811,1,128.811,10.9,real_measurement
11:32:29,0,6,0.0,121.367,1,121.367,10.2,real_measurement
11:32:34,0,8,0.0,124.281,1,124.281,10.5,real_measurement
11:32:43,0,37,0.0,121.378,1,121.378,10.2,real_measurement
11:32:48,0,110,74.0,291.269,1,291.269,15.1,real_measurement
11:32:56,0,235,0.0,124.181,1,124.181,6.2,real_measurement
11:33:01,0,378,72.0,421.279,1,421.279,20.3,real_measurement
11:33:06,0,523,71.0,414.489,1,414.489,10.1,real_measurement
11:33:11,0,668,75.0,421.168,1,421.168,9.2,real_measurement
11:33:19,0,788,0.0,121.957,1,121.957,12.4,real_measurement
11:33:24,0,931,74.0,419.213,1,419.213,11.6,real_measurement
11:33:29,0,1023,70.0,412.795,1,412.795,16.9,real_measurement
11:33:34,0,1168,72.0,416.069,1,416.069,8.7,real_measurement
11:33:39,0,1316,76.0,430.622,1,430.622,15.0,real_measurement
11:33:45,0,1463,70.0,411.828,1,411.828,11.2,real_measurement
11:33:50,0,1556,0.0,122.79,1,122.79,9.5,real_measurement
11:33:55,0,1676,74.0,417.4,1,417.4,12.7,real_measurement
11:34:00,0,1820,74.0,413.941,1,413.941,11.3,real_measurement
11:34:05,0,1967,78.0,434.215,1,434.215,8.7,real_measurement
11:34:10,0,2113,74.0,417.372,1,417.372,16.3,real_measurement
11:34:15,0,2259,74.0,422.686,1,422.686,9.2,real_measurement
11:34:20,0,2403,74.0,413.766,1,413.766,11.9,real_measurement
11:34:25,0,2548,72.0,424.013,1,424.013,8.2,real_measurement
11:34:30,0,2698,78.0,438.271,1,438.271,14.6,real_measurement
11:34:35,0,2849,74.0,430.279,1,430.279,10.9,real_measurement
11:34:40,0,3002,68.0,435.444,1,435.444,11.3,real_measurement
11:34:45,0,3146,74.0,420.378,1,420.378,11.0,real_measurement
11:34:50,0,3290,71.0,419.272,1,419.272,17.6,real_measurement
11:34:55,0,3435,72.0,420.561,1,420.561,9.3,real_measurement
11:35:00,0,3579,71.0,412.25,1,412.25,13.9,real_measurement
11:35:05,0,3724,73.0,423.081,1,423.081,12.5,real_measurement
11:35:10,0,3869,71.0,422.055,1,422.055,11.6,real_measurement
11:35:15,0,4013,74.0,416.905,1,416.905,10.6,real_measurement
11:35:20,0,4162,0.0,323.458,1,323.458,9.8,real_measurement
11:35:26,0,4284,10.0,124.75,1,124.75,12.6,real_measurement
11:35:31,0,4427,70.0,419.043,1,419.043,11.5,real_measurement
11:35:36,0,4573,74.0,420.18,1,420.18,6.9,real_measurement
11:35:41,0,4718,68.0,420.66,1,420.66,12.5,real_measurement
11:35:46,0,4862,71.0,415.512,1,415.512,15.4,real_measurement
11:35:51,0,5006,70.0,416.012,1,416.012,13.9,real_measurement
11:35:56,0,5150,71.0,418.923,1,418.923,13.0,real_measurement
11:36:01,0,5294,73.0,417.934,1,417.934,13.0,real_measurement
11:36:06,0,5438,72.0,419.168,1,419.168,11.5,real_measurement
11:36:11,0,5583,74.0,417.769,1,417.769,12.8,real_measurement
11:36:16,0,5727,72.0,417.264,1,417.264,10.9,real_measurement
11:36:21,0,5872,68.0,418.612,1,418.612,8.7,real_measurement
11:36:26,0,6017,70.0,416.866,1,416.866,14.2,real_measurement
11:36:31,0,6160,71.0,417.55,1,417.55,16.9,real_measurement
11:36:36,0,6308,76.0,444.902,1,444.902,9.2,real_measurement
11:36:41,0,6452,71.0,421.218,1,421.218,10.2,real_measurement
11:36:46,0,6607,78.0,449.048,1,449.048,7.1,real_measurement
11:36:51,0,6746,72.0,413.232,1,413.232,19.5,real_measurement
11:36:56,0,6891,76.0,418.688,1,418.688,11.5,real_measurement
11:37:02,0,7037,68.0,418.551,1,418.551,9.9,real_measurement
11:37:07,0,7181,71.0,414.325,1,414.325,14.7,real_measurement
11:37:12,0,7325,68.0,416.807,1,416.807,13.1,real_measurement
11:37:17,0,7469,71.0,421.817,1,421.817,11.3,real_measurement
11:37:22,0,7613,71.0,416.138,1,416.138,11.5,real_measurement
11:37:27,0,7757,74.0,414.673,1,414.673,10.9,real_measurement
11:37:32,0,7900,64.0,414.164,1,414.164,13.1,real_measurement
11:37:37,0,8045,71.0,420.914,1,420.914,9.5,real_measurement
11:37:42,0,8189,69.0,415.138,1,415.138,13.3,real_measurement
11:37:47,0,8334,72.0,417.007,1,417.007,12.9,real_measurement
11:37:52,0,8479,71.0,418.472,1,418.472,9.1,real_measurement
11:37:57,0,8624,71.0,423.735,1,423.735,8.0,real_measurement
11:38:02,0,8767,74.0,414.702,1,414.702,17.7,real_measurement
11:38:07,0,8911,70.0,413.253,1,413.253,11.7,real_measurement
11:38:12,0,9056,73.0,417.748,1,417.748,13.8,real_measurement
11:38:17,0,9200,74.0,418.002,1,418.002,12.8,real_measurement
11:38:22,0,9345,73.0,419.109,1,419.109,9.1,real_measurement
11:38:27,0,9489,70.0,418.482,1,418.482,16.9,real_measurement
11:38:32,0,9633,70.0,417.214,1,417.214,14.3,real_measurement
11:38:37,0,9777,71.0,418.436,1,418.436,12.9,real_measurement
11:38:42,0,9922,73.0,416.85,1,416.85,10.5,real_measurement
11:38:47,0,10067,67.0,411.808,1,411.808,9.2,real_measurement
11:38:52,0,10212,72.0,418.979,1,418.979,12.1,real_measurement
11:38:57,0,10356,74.0,419.593,1,419.593,13.6,real_measurement
11:39:02,0,10502,71.0,425.49,1,425.49,4.8,real_measurement
11:39:07,0,10646,68.0,414.429,1,414.429,16.9,real_measurement
11:39:12,0,10791,74.0,420.639,1,420.639,11.2,real_measurement
11:39:17,0,10935,70.0,413.642,1,413.642,14.4,real_measurement
11:39:22,0,11079,74.0,416.048,1,416.048,12.7,real_measurement
11:39:27,0,11222,71.0,416.798,1,416.798,12.7,real_measurement
11:39:32,0,11371,74.0,416.536,1,416.536,11.4,real_measurement
11:39:37,0,11514,75.0,419.833,1,419.833,17.0,real_measurement
11:39:42,0,11660,74.0,418.16,1,418.16,10.2,real_measurement
11:39:47,0,11804,68.0,415.581,1,415.581,14.8,real_measurement
11:39:52,0,11949,72.0,416.442,1,416.442,12.5,real_measurement
11:39:57,0,12093,70.0,419.705,1,419.705,13.4,real_measurement
11:40:02,0,12237,73.0,418.504,1,418.504,13.2,real_measurement
11:40:07,0,12382,73.0,421.24,1,421.24,9.2,real_measurement
11:40:12,0,12527,74.0,420.348,1,420.348,6.7,real_measurement
11:40:17,0,12669,65.0,417.559,1,417.559,15.3,real_measurement
11:40:22,0,12814,71.0,418.806,1,418.806,12.2,real_measurement
11:40:27,0,12959,74.0,416.561,1,416.561,9.4,real_measurement
11:40:32,0,13108,63.0,419.789,1,419.789,16.9,real_measurement
11:40:37,0,13249,74.0,412.513,1,412.513,14.8,real_measurement
11:40:42,0,13392,72.0,419.503,1,419.503,13.9,real_measurement
11:40:47,0,13536,71.0,416.548,1,416.548,12.9,real_measurement
11:40:52,0,13680,70.0,420.435,1,420.435,12.7,real_measurement
11:40:57,0,13824,68.0,413.231,1,413.231,13.8,real_measurement
11:41:02,0,13970,72.0,423.873,1,423.873,9.2,real_measurement
11:41:07,0,14115,71.0,423.53,1,423.53,12.9,real_measurement
11:41:12,0,14259,70.0,414.397,1,414.397,13.1,real_measurement
11:41:17,0,14404,73.0,416.558,1,416.558,9.3,real_measurement
11:41:22,0,14550,78.0,427.596,1,427.596,10.5,real_measurement
11:41:27,0,14702,62.0,397.311,1,397.311,15.6,real_measurement
11:41:32,0,14843,71.0,417.145,1,417.145,13.1,real_measurement
11:41:37,0,14992,76.0,445.26,1,445.26,8.7,real_measurement
11:41:42,0,15141,70.0,397.567,1,397.567,14.8,real_measurement
11:41:47,0,15285,72.0,422.473,1,422.473,9.1,real_measurement
11:41:52,0,15429,71.0,422.71,1,422.71,16.1,real_measurement
11:41:57,0,15573,69.0,411.491,1,411.491,11.5,real_measurement
11:42:02,0,15717,70.0,417.918,1,417.918,11.2,real_measurement
11:42:07,0,15861,70.0,418.935,1,418.935,11.8,real_measurement
11:42:13,0,16006,74.0,421.693,1,421.693,11.2,real_measurement
11:42:18,0,16151,72.0,419.397,1,419.397,13.1,real_measurement
11:42:23,0,16295,71.0,417.862,1,417.862,13.8,real_measurement
11:42:28,0,16441,72.0,425.774,1,425.774,5.5,real_measurement
11:42:33,0,16586,71.0,416.602,1,416.602,11.1,real_measurement
11:42:38,0,16730,69.0,420.017,1,420.017,16.1,real_measurement
11:42:43,0,16874,72.0,416.646,1,416.646,12.7,real_measurement
11:42:48,0,17018,72.0,419.757,1,419.757,12.3,real_measurement
11:42:53,0,17162,72.0,415.538,1,415.538,11.9,real_measurement
11:42:58,0,17306,71.0,420.964,1,420.964,10.8,real_measurement
11:43:03,0,17450,72.0,411.189,1,411.189,14.6,real_measurement
11:43:08,0,17595,74.0,422.241,1,422.241,9.6,real_measurement
11:43:13,0,17740,73.0,410.977,1,410.977,10.7,real_measurement
11:43:18,0,17884,71.0,420.98,1,420.98,14.0,real_measurement
11:43:23,0,18029,74.0,420.889,1,420.889,9.4,real_measurement
11:43:28,0,18172,71.0,419.64,1,419.64,17.3,real_measurement
11:43:33,0,18317,74.0,418.332,1,418.332,9.2,real_measurement
11:43:38,0,18462,73.0,418.528,1,418.528,8.2,real_measurement
11:43:43,0,18613,77.0,444.32,1,444.32,10.8,real_measurement
11:43:48,0,18768,75.0,436.161,1,436.161,17.6,real_measurement
11:43:53,0,18918,73.0,424.923,1,424.923,9.1,real_measurement
11:43:58,0,19074,75.0,441.913,1,441.913,14.2,real_measurement
11:44:03,0,19222,65.0,397.872,1,397.872,12.0,real_measurement
